time,latitude,longitude,clay_content,sand_content,silt_content,sm_aux,sm_tgt
2013-10-06,53.625,13.875,12.0,67.0,22.0,0.18890423,0.52
2013-10-07,53.625,13.875,12.0,67.0,22.0,0.19129512,0.48
2013-10-08,53.625,13.875,12.0,67.0,22.0,0.21942472,0.47
2013-10-09,53.625,13.875,12.0,67.0,22.0,0.25230646,0.46
2013-10-10,53.625,13.875,12.0,67.0,22.0,0.30090564,0.53
2013-10-12,53.625,13.875,12.0,67.0,22.0,0.3079466,0.49
2013-10-14,53.625,13.875,12.0,67.0,22.0,0.2930062,0.49
2013-10-15,53.625,13.875,12.0,67.0,22.0,0.3044597,0.49
2013-10-16,53.625,13.875,12.0,67.0,22.0,0.3195484,0.43
2013-10-17,53.625,13.875,12.0,67.0,22.0,0.33194876,0.48
2013-10-18,53.625,13.875,12.0,67.0,22.0,0.33562726,0.48
2013-10-20,53.625,13.875,12.0,67.0,22.0,0.36629498,0.59
2013-10-21,53.625,13.875,12.0,67.0,22.0,0.3337087,0.5
2013-10-22,53.625,13.875,12.0,67.0,22.0,0.33150205,0.49
2013-10-23,53.625,13.875,12.0,67.0,22.0,0.32397124,0.48
2013-10-25,53.625,13.875,12.0,67.0,22.0,0.35047045,0.46
2013-10-26,53.625,13.875,12.0,67.0,22.0,0.37020305,0.53
2013-10-27,53.625,13.875,12.0,67.0,22.0,0.35401815,0.46
2013-10-28,53.625,13.875,12.0,67.0,22.0,0.33315802,0.49
2013-10-29,53.625,13.875,12.0,67.0,22.0,0.34575123,0.46
2013-10-30,53.625,13.875,12.0,67.0,22.0,0.3579021,0.46
2013-10-31,53.625,13.875,12.0,67.0,22.0,0.34834242,0.48
2013-11-01,53.625,13.875,12.0,67.0,22.0,0.3470084,0.43
2013-11-02,53.625,13.875,12.0,67.0,22.0,0.34135312,0.51
2013-11-03,53.625,13.875,12.0,67.0,22.0,0.35646048,0.51
2013-11-04,53.625,13.875,12.0,67.0,22.0,0.3686782,0.48
2013-11-05,53.625,13.875,12.0,67.0,22.0,0.33538276,0.48
2013-11-06,53.625,13.875,12.0,67.0,22.0,0.34349003,0.5
2013-11-07,53.625,13.875,12.0,67.0,22.0,0.3096166,0.49
2013-11-09,53.625,13.875,12.0,67.0,22.0,0.31847513,0.51
2013-11-10,53.625,13.875,12.0,67.0,22.0,0.29081398,0.5
2013-11-11,53.625,13.875,12.0,67.0,22.0,0.2709084,0.53
2013-11-12,53.625,13.875,12.0,67.0,22.0,0.30329192,0.53
2013-11-14,53.625,13.875,12.0,67.0,22.0,0.29057655,0.53
2013-11-15,53.625,13.875,12.0,67.0,22.0,0.28515527,0.53
2013-11-16,53.625,13.875,12.0,67.0,22.0,0.2949878,0.57
2013-11-17,53.625,13.875,12.0,67.0,22.0,0.31099975,0.52
2013-11-18,53.625,13.875,12.0,67.0,22.0,0.31874076,0.54
2013-11-19,53.625,13.875,12.0,67.0,22.0,0.33148405,0.52
2013-11-20,53.625,13.875,12.0,67.0,22.0,0.33636484,0.54
2013-11-21,53.625,13.875,12.0,67.0,22.0,0.33088988,0.57
2013-11-23,53.625,13.875,12.0,67.0,22.0,0.30763415,0.59
2013-11-24,53.625,13.875,12.0,67.0,22.0,0.33447596,0.56
2013-11-25,53.625,13.875,12.0,67.0,22.0,0.32488167,0.48
2013-11-26,53.625,13.875,12.0,67.0,22.0,0.3386828,0.47
2013-11-28,53.625,13.875,12.0,67.0,22.0,0.33140647,0.59
2013-11-29,53.625,13.875,12.0,67.0,22.0,0.3213838,0.52
2013-11-30,53.625,13.875,12.0,67.0,22.0,0.325604,0.54
2013-12-02,53.625,13.875,12.0,67.0,22.0,0.33053508,0.54
2013-12-03,53.625,13.875,12.0,67.0,22.0,0.32733294,0.48
2013-12-05,53.625,13.875,12.0,67.0,22.0,0.3405711,0.52
2013-12-07,53.625,13.875,12.0,67.0,22.0,0.32132387,0.51
2013-12-08,53.625,13.875,12.0,67.0,22.0,0.3362743,0.46
2013-12-11,53.625,13.875,12.0,67.0,22.0,0.3500491,0.56
2013-12-12,53.625,13.875,12.0,67.0,22.0,0.3181244,0.55
2013-12-13,53.625,13.875,12.0,67.0,22.0,0.31202745,0.55
2013-12-14,53.625,13.875,12.0,67.0,22.0,0.32065564,0.58
2013-12-15,53.625,13.875,12.0,67.0,22.0,0.28946546,0.55
2013-12-16,53.625,13.875,12.0,67.0,22.0,0.26802254,0.54
2013-12-17,53.625,13.875,12.0,67.0,22.0,0.27852556,0.54
2013-12-18,53.625,13.875,12.0,67.0,22.0,0.29607844,0.58
2013-12-19,53.625,13.875,12.0,67.0,22.0,0.31407523,0.54
2013-12-20,53.625,13.875,12.0,67.0,22.0,0.323103,0.51
2013-12-21,53.625,13.875,12.0,67.0,22.0,0.35249338,0.53
2013-12-22,53.625,13.875,12.0,67.0,22.0,0.38785174,0.54
2013-12-23,53.625,13.875,12.0,67.0,22.0,0.38695025,0.47
2013-12-24,53.625,13.875,12.0,67.0,22.0,0.3781515,0.52
2013-12-25,53.625,13.875,12.0,67.0,22.0,0.33910567,0.52
2013-12-26,53.625,13.875,12.0,67.0,22.0,0.31572703,0.55
2013-12-27,53.625,13.875,12.0,67.0,22.0,0.32369667,0.59
2013-12-28,53.625,13.875,12.0,67.0,22.0,0.3340619,0.54
2013-12-29,53.625,13.875,12.0,67.0,22.0,0.3352128,0.55
2013-12-30,53.625,13.875,12.0,67.0,22.0,0.35189232,0.51
2013-12-31,53.625,13.875,12.0,67.0,22.0,0.36120403,0.53
2013-01-01,53.625,14.125,15.0,62.0,23.0,0.37236717,0.45
2013-01-06,53.625,14.125,15.0,62.0,23.0,0.34924293,0.56
2013-01-08,53.625,14.125,15.0,62.0,23.0,0.33316767,0.59
2013-01-10,53.625,14.125,15.0,62.0,23.0,0.35175037,0.47
2013-01-28,53.625,14.125,15.0,62.0,23.0,0.3229048,0.23
2013-01-31,53.625,14.125,15.0,62.0,23.0,0.31230113,0.4
2013-02-15,53.625,14.125,15.0,62.0,23.0,0.34683353,0.49
2013-02-17,53.625,14.125,15.0,62.0,23.0,0.3173003,0.56
2013-02-18,53.625,14.125,15.0,62.0,23.0,0.3108421,0.6
2013-03-06,53.625,14.125,15.0,62.0,23.0,0.2702456,0.46
2013-03-31,53.625,14.125,15.0,62.0,23.0,0.21834286,0.33
2013-04-05,53.625,14.125,15.0,62.0,23.0,0.25754565,0.6
2013-04-06,53.625,14.125,15.0,62.0,23.0,0.26990664,0.47
2013-04-10,53.625,14.125,15.0,62.0,23.0,0.26981127,0.49
2013-04-15,53.625,14.125,15.0,62.0,23.0,0.2634084,0.52
2013-04-16,53.625,14.125,15.0,62.0,23.0,0.23768237,0.5
2013-04-17,53.625,14.125,15.0,62.0,23.0,0.22915035,0.5
2013-04-18,53.625,14.125,15.0,62.0,23.0,0.21882464,0.53
2013-04-20,53.625,14.125,15.0,62.0,23.0,0.20078386,0.48
2013-04-23,53.625,14.125,15.0,62.0,23.0,0.18169191,0.47
2013-05-01,53.625,14.125,15.0,62.0,23.0,0.16678368,0.52
2013-05-03,53.625,14.125,15.0,62.0,23.0,0.15960649,0.54
2013-05-12,53.625,14.125,15.0,62.0,23.0,0.15413179,0.51
2013-05-18,53.625,14.125,15.0,62.0,23.0,0.16232863,0.49
2013-05-25,53.625,14.125,15.0,62.0,23.0,0.15866582,0.48
2013-05-29,53.625,14.125,15.0,62.0,23.0,0.142425,0.55
2013-06-01,53.625,14.125,15.0,62.0,23.0,0.12399466,0.53
2013-06-02,53.625,14.125,15.0,62.0,23.0,0.10978674,0.58
2013-06-09,53.625,14.125,15.0,62.0,23.0,0.11391671,0.5
2013-06-13,53.625,14.125,15.0,62.0,23.0,0.11130042,0.51
2013-06-16,53.625,14.125,15.0,62.0,23.0,0.11407811,0.49
2013-06-18,53.625,14.125,15.0,62.0,23.0,0.13125189,0.54
2013-06-23,53.625,14.125,15.0,62.0,23.0,0.17132434,0.5
2013-06-25,53.625,14.125,15.0,62.0,23.0,0.19067043,0.57
2013-06-27,53.625,14.125,15.0,62.0,23.0,0.21451077,0.52
2013-06-28,53.625,14.125,15.0,62.0,23.0,0.23005459,0.57
2013-07-02,53.625,14.125,15.0,62.0,23.0,0.23947044,0.35
2013-07-03,53.625,14.125,15.0,62.0,23.0,0.23926282,0.52
2013-07-06,53.625,14.125,15.0,62.0,23.0,0.2434684,0.53
2013-07-16,53.625,14.125,15.0,62.0,23.0,0.24433611,0.6
2013-07-17,53.625,14.125,15.0,62.0,23.0,0.240715,0.51
2013-07-19,53.625,14.125,15.0,62.0,23.0,0.2541391,0.49
2013-07-20,53.625,14.125,15.0,62.0,23.0,0.24568653,0.48
2013-07-26,53.625,14.125,15.0,62.0,23.0,0.23372911,0.49
2013-08-03,53.625,14.125,15.0,62.0,23.0,0.21747974,0.41
2013-08-13,53.625,14.125,15.0,62.0,23.0,0.21628906,0.35
2013-08-15,53.625,14.125,15.0,62.0,23.0,0.20558253,0.43
2013-08-16,53.625,14.125,15.0,62.0,23.0,0.19451244,0.44
2013-08-17,53.625,14.125,15.0,62.0,23.0,0.19929236,0.42
2013-09-07,53.625,14.125,15.0,62.0,23.0,0.1940992,0.37
2013-09-10,53.625,14.125,15.0,62.0,23.0,0.19984174,0.44
2013-09-11,53.625,14.125,15.0,62.0,23.0,0.20892474,0.47
2013-09-13,53.625,14.125,15.0,62.0,23.0,0.21456563,0.46
2013-09-14,53.625,14.125,15.0,62.0,23.0,0.23468052,0.37
2013-09-20,53.625,14.125,15.0,62.0,23.0,0.25601152,0.44
2013-09-21,53.625,14.125,15.0,62.0,23.0,0.2846968,0.44
2013-09-29,53.625,14.125,15.0,62.0,23.0,0.31273046,0.47
2013-09-30,53.625,14.125,15.0,62.0,23.0,0.34431875,0.39
2013-10-06,53.625,14.125,15.0,62.0,23.0,0.37477073,0.51
2013-10-10,53.625,14.125,15.0,62.0,23.0,0.40356755,0.54
2013-10-11,53.625,14.125,15.0,62.0,23.0,0.41252187,0.47
2013-10-13,53.625,14.125,15.0,62.0,23.0,0.4171595,0.51
2013-10-14,53.625,14.125,15.0,62.0,23.0,0.43383005,0.48
2013-10-21,53.625,14.125,15.0,62.0,23.0,0.4367895,0.51
2013-10-29,53.625,14.125,15.0,62.0,23.0,0.4365014,0.47
2013-10-30,53.625,14.125,15.0,62.0,23.0,0.43293297,0.45
2013-10-31,53.625,14.125,15.0,62.0,23.0,0.41050053,0.48
2013-11-07,53.625,14.125,15.0,62.0,23.0,0.3933394,0.47
2013-11-09,53.625,14.125,15.0,62.0,23.0,0.3840345,0.52
2013-11-17,53.625,14.125,15.0,62.0,23.0,0.3961664,0.51
2013-11-19,53.625,14.125,15.0,62.0,23.0,0.39121267,0.57
2013-11-24,53.625,14.125,15.0,62.0,23.0,0.38540328,0.55
2013-11-26,53.625,14.125,15.0,62.0,23.0,0.38539675,0.49
2013-11-28,53.625,14.125,15.0,62.0,23.0,0.3890059,0.59
2013-11-29,53.625,14.125,15.0,62.0,23.0,0.3803873,0.51
2013-11-30,53.625,14.125,15.0,62.0,23.0,0.38582888,0.54
2013-12-05,53.625,14.125,15.0,62.0,23.0,0.41148368,0.54
2013-12-11,53.625,14.125,15.0,62.0,23.0,0.44902006,0.56
2013-12-22,53.625,14.125,15.0,62.0,23.0,0.42810747,0.55
2013-12-25,53.625,14.125,15.0,62.0,23.0,0.4184601,0.51
2013-12-26,53.625,14.125,15.0,62.0,23.0,0.41527084,0.57
2013-12-28,53.625,14.125,15.0,62.0,23.0,0.41753402,0.58
2013-12-29,53.625,14.125,15.0,62.0,23.0,0.39393538,0.55
2013-12-30,53.625,14.125,15.0,62.0,23.0,0.3881105,0.54
2013-12-31,53.625,14.125,15.0,62.0,23.0,0.37351003,0.52
2013-01-01,53.625,14.875,9.0,71.0,20.0,0.35424352,0.42
2013-01-02,53.625,14.875,9.0,71.0,20.0,0.34029192,0.48
2013-01-04,53.625,14.875,9.0,71.0,20.0,0.33550683,0.49
2013-01-05,53.625,14.875,9.0,71.0,20.0,0.33547726,0.54
2013-01-06,53.625,14.875,9.0,71.0,20.0,0.33732066,0.51
2013-01-07,53.625,14.875,9.0,71.0,20.0,0.33870274,0.54
2013-01-08,53.625,14.875,9.0,71.0,20.0,0.33557865,0.52
2013-01-09,53.625,14.875,9.0,71.0,20.0,0.30788195,0.56
2013-01-10,53.625,14.875,9.0,71.0,20.0,0.28865507,0.54
2013-01-11,53.625,14.875,9.0,71.0,20.0,0.26989454,0.6
2013-01-12,53.625,14.875,9.0,71.0,20.0,0.2553136,0.55
2013-01-17,53.625,14.875,9.0,71.0,20.0,0.17657612,0.41
2013-01-18,53.625,14.875,9.0,71.0,20.0,0.17183304,0.57
2013-01-21,53.625,14.875,9.0,71.0,20.0,0.13530454,0.41
2013-01-23,53.625,14.875,9.0,71.0,20.0,0.1462891,0.41
2013-01-28,53.625,14.875,9.0,71.0,20.0,0.2317771,0.37
2013-01-29,53.625,14.875,9.0,71.0,20.0,0.2707963,0.45
2013-01-30,53.625,14.875,9.0,71.0,20.0,0.31336334,0.53
2013-01-31,53.625,14.875,9.0,71.0,20.0,0.34829888,0.42
2013-02-02,53.625,14.875,9.0,71.0,20.0,0.36768,0.41
2013-02-05,53.625,14.875,9.0,71.0,20.0,0.3510059,0.51
2013-02-06,53.625,14.875,9.0,71.0,20.0,0.31581652,0.52
2013-02-07,53.625,14.875,9.0,71.0,20.0,0.26903117,0.51
2013-02-08,53.625,14.875,9.0,71.0,20.0,0.23572905,0.52
2013-02-09,53.625,14.875,9.0,71.0,20.0,0.22059111,0.44
2013-02-10,53.625,14.875,9.0,71.0,20.0,0.21036257,0.5
2013-02-12,53.625,14.875,9.0,71.0,20.0,0.2025528,0.53
2013-02-13,53.625,14.875,9.0,71.0,20.0,0.20136252,0.52
2013-02-14,53.625,14.875,9.0,71.0,20.0,0.20537215,0.59
2013-02-16,53.625,14.875,9.0,71.0,20.0,0.21058504,0.56
2013-02-18,53.625,14.875,9.0,71.0,20.0,0.21334307,0.54
2013-02-20,53.625,14.875,9.0,71.0,20.0,0.21409605,0.56
2013-02-21,53.625,14.875,9.0,71.0,20.0,0.2130683,0.34
2013-02-24,53.625,14.875,9.0,71.0,20.0,0.21296506,0.51
2013-02-26,53.625,14.875,9.0,71.0,20.0,0.22761452,0.49
2013-02-27,53.625,14.875,9.0,71.0,20.0,0.24314749,0.51
2013-02-28,53.625,14.875,9.0,71.0,20.0,0.259095,0.54
2013-03-01,53.625,14.875,9.0,71.0,20.0,0.2666209,0.52
2013-03-03,53.625,14.875,9.0,71.0,20.0,0.28210515,0.46
2013-03-04,53.625,14.875,9.0,71.0,20.0,0.28443623,0.4
2013-03-05,53.625,14.875,9.0,71.0,20.0,0.27208647,0.5
2013-03-06,53.625,14.875,9.0,71.0,20.0,0.24935214,0.44
2013-03-07,53.625,14.875,9.0,71.0,20.0,0.22372596,0.54
2013-03-08,53.625,14.875,9.0,71.0,20.0,0.19223545,0.51
2013-03-09,53.625,14.875,9.0,71.0,20.0,0.16995516,0.55
2013-03-10,53.625,14.875,9.0,71.0,20.0,0.14439562,0.58
2013-03-11,53.625,14.875,9.0,71.0,20.0,0.12756097,0.39
2013-03-12,53.625,14.875,9.0,71.0,20.0,0.107140884,0.41
2013-03-18,53.625,14.875,9.0,71.0,20.0,0.096759826,0.28
2013-03-19,53.625,14.875,9.0,71.0,20.0,0.09329197,0.4
2013-03-20,53.625,14.875,9.0,71.0,20.0,0.09036704,0.31
2013-03-21,53.625,14.875,9.0,71.0,20.0,0.09008657,0.37
2013-03-22,53.625,14.875,9.0,71.0,20.0,0.08824111,0.29
2013-03-29,53.625,14.875,9.0,71.0,20.0,0.11734441,0.24
2013-03-30,53.625,14.875,9.0,71.0,20.0,0.12739958,0.5
2013-03-31,53.625,14.875,9.0,71.0,20.0,0.13658862,0.37
2013-04-01,53.625,14.875,9.0,71.0,20.0,0.15112168,0.39
2013-04-05,53.625,14.875,9.0,71.0,20.0,0.17420144,0.48
2013-04-08,53.625,14.875,9.0,71.0,20.0,0.19531451,0.51
2013-04-09,53.625,14.875,9.0,71.0,20.0,0.21251091,0.5
2013-04-10,53.625,14.875,9.0,71.0,20.0,0.2306864,0.51
2013-04-11,53.625,14.875,9.0,71.0,20.0,0.24717808,0.54
2013-04-12,53.625,14.875,9.0,71.0,20.0,0.25803772,0.47
2013-04-14,53.625,14.875,9.0,71.0,20.0,0.2604593,0.45
2013-04-15,53.625,14.875,9.0,71.0,20.0,0.25543836,0.52
2013-04-16,53.625,14.875,9.0,71.0,20.0,0.24208516,0.51
2013-04-17,53.625,14.875,9.0,71.0,20.0,0.23543002,0.51
2013-04-18,53.625,14.875,9.0,71.0,20.0,0.2203111,0.53
2013-04-19,53.625,14.875,9.0,71.0,20.0,0.19806904,0.49
2013-04-20,53.625,14.875,9.0,71.0,20.0,0.17643625,0.48
2013-04-21,53.625,14.875,9.0,71.0,20.0,0.1698536,0.45
2013-04-23,53.625,14.875,9.0,71.0,20.0,0.15806219,0.4
2013-04-24,53.625,14.875,9.0,71.0,20.0,0.14976738,0.5
2013-04-25,53.625,14.875,9.0,71.0,20.0,0.13968776,0.57
2013-04-26,53.625,14.875,9.0,71.0,20.0,0.13627428,0.56
2013-04-27,53.625,14.875,9.0,71.0,20.0,0.13043033,0.58
2013-04-28,53.625,14.875,9.0,71.0,20.0,0.12362644,0.5
2013-04-29,53.625,14.875,9.0,71.0,20.0,0.12066598,0.49
2013-04-30,53.625,14.875,9.0,71.0,20.0,0.11969753,0.42
2013-05-01,53.625,14.875,9.0,71.0,20.0,0.11530501,0.51
2013-05-02,53.625,14.875,9.0,71.0,20.0,0.11820507,0.56
2013-05-03,53.625,14.875,9.0,71.0,20.0,0.12286929,0.56
2013-05-04,53.625,14.875,9.0,71.0,20.0,0.13085075,0.56
2013-05-05,53.625,14.875,9.0,71.0,20.0,0.14938866,0.55
2013-05-06,53.625,14.875,9.0,71.0,20.0,0.16347508,0.54
2013-05-07,53.625,14.875,9.0,71.0,20.0,0.16448593,0.44
2013-05-09,53.625,14.875,9.0,71.0,20.0,0.16446494,0.44
2013-05-10,53.625,14.875,9.0,71.0,20.0,0.16081926,0.49
2013-05-11,53.625,14.875,9.0,71.0,20.0,0.146492,0.49
2013-05-12,53.625,14.875,9.0,71.0,20.0,0.13932998,0.49
2013-05-15,53.625,14.875,9.0,71.0,20.0,0.11408833,0.49
2013-05-16,53.625,14.875,9.0,71.0,20.0,0.10424984,0.36
2013-05-17,53.625,14.875,9.0,71.0,20.0,0.10041025,0.48
2013-05-18,53.625,14.875,9.0,71.0,20.0,0.09851025,0.51
2013-05-20,53.625,14.875,9.0,71.0,20.0,0.096622966,0.55
2013-05-22,53.625,14.875,9.0,71.0,20.0,0.09979175,0.49
2013-05-26,53.625,14.875,9.0,71.0,20.0,0.091551974,0.57
2013-05-27,53.625,14.875,9.0,71.0,20.0,0.100516394,0.51
2013-05-28,53.625,14.875,9.0,71.0,20.0,0.10955695,0.6
2013-05-29,53.625,14.875,9.0,71.0,20.0,0.1133242,0.52
2013-05-30,53.625,14.875,9.0,71.0,20.0,0.12314749,0.47
2013-05-31,53.625,14.875,9.0,71.0,20.0,0.12285876,0.56
2013-06-01,53.625,14.875,9.0,71.0,20.0,0.11900103,0.45
2013-06-02,53.625,14.875,9.0,71.0,20.0,0.11067315,0.58
2013-06-03,53.625,14.875,9.0,71.0,20.0,0.09949482,0.58
2013-06-04,53.625,14.875,9.0,71.0,20.0,0.082278125,0.55
2013-06-05,53.625,14.875,9.0,71.0,20.0,0.074929014,0.54
2013-06-06,53.625,14.875,9.0,71.0,20.0,0.06749079,0.55
2013-06-07,53.625,14.875,9.0,71.0,20.0,0.06340884,0.57
2013-06-09,53.625,14.875,9.0,71.0,20.0,0.0608478,0.52
2013-06-12,53.625,14.875,9.0,71.0,20.0,0.057838865,0.53
2013-06-13,53.625,14.875,9.0,71.0,20.0,0.06333973,0.51
2013-06-15,53.625,14.875,9.0,71.0,20.0,0.078728065,0.44
2013-06-16,53.625,14.875,9.0,71.0,20.0,0.08733864,0.5
2013-06-17,53.625,14.875,9.0,71.0,20.0,0.09393914,0.39
2013-06-18,53.625,14.875,9.0,71.0,20.0,0.087162286,0.55
2013-06-20,53.625,14.875,9.0,71.0,20.0,0.10327963,0.54
2013-06-21,53.625,14.875,9.0,71.0,20.0,0.101585254,0.51
2013-06-22,53.625,14.875,9.0,71.0,20.0,0.11776875,0.52
2013-06-23,53.625,14.875,9.0,71.0,20.0,0.12794368,0.51
2013-06-24,53.625,14.875,9.0,71.0,20.0,0.13582979,0.42
2013-06-27,53.625,14.875,9.0,71.0,20.0,0.1361961,0.54
2013-06-28,53.625,14.875,9.0,71.0,20.0,0.13652991,0.54
2013-06-29,53.625,14.875,9.0,71.0,20.0,0.14160432,0.57
2013-06-30,53.625,14.875,9.0,71.0,20.0,0.14787745,0.53
2013-07-01,53.625,14.875,9.0,71.0,20.0,0.15483688,0.56
2013-07-02,53.625,14.875,9.0,71.0,20.0,0.14812177,0.51
2013-07-03,53.625,14.875,9.0,71.0,20.0,0.1329353,0.43
2013-07-04,53.625,14.875,9.0,71.0,20.0,0.14588287,0.6
2013-07-05,53.625,14.875,9.0,71.0,20.0,0.14027071,0.56
2013-07-07,53.625,14.875,9.0,71.0,20.0,0.13190937,0.57
2013-07-08,53.625,14.875,9.0,71.0,20.0,0.13391694,0.57
2013-07-09,53.625,14.875,9.0,71.0,20.0,0.13133009,0.55
2013-07-10,53.625,14.875,9.0,71.0,20.0,0.12671103,0.53
2013-07-14,53.625,14.875,9.0,71.0,20.0,0.11823033,0.56
2013-07-15,53.625,14.875,9.0,71.0,20.0,0.11310772,0.53
2013-07-16,53.625,14.875,9.0,71.0,20.0,0.105639145,0.57
2013-07-17,53.625,14.875,9.0,71.0,20.0,0.1083737,0.53
2013-07-18,53.625,14.875,9.0,71.0,20.0,0.101348825,0.51
2013-07-20,53.625,14.875,9.0,71.0,20.0,0.08678389,0.54
2013-07-21,53.625,14.875,9.0,71.0,20.0,0.07637222,0.56
2013-07-22,53.625,14.875,9.0,71.0,20.0,0.080872536,0.51
2013-07-23,53.625,14.875,9.0,71.0,20.0,0.07763451,0.51
2013-07-24,53.625,14.875,9.0,71.0,20.0,0.084902994,0.48
2013-07-25,53.625,14.875,9.0,71.0,20.0,0.088667355,0.48
2013-07-26,53.625,14.875,9.0,71.0,20.0,0.105472974,0.46
2013-07-28,53.625,14.875,9.0,71.0,20.0,0.11800704,0.17
2013-07-30,53.625,14.875,9.0,71.0,20.0,0.13073546,0.36
2013-07-31,53.625,14.875,9.0,71.0,20.0,0.13764656,0.49
2013-08-01,53.625,14.875,9.0,71.0,20.0,0.14928448,0.46
2013-08-02,53.625,14.875,9.0,71.0,20.0,0.16211005,0.43
2013-08-03,53.625,14.875,9.0,71.0,20.0,0.16923364,0.41
2013-08-04,53.625,14.875,9.0,71.0,20.0,0.16785952,0.35
2013-08-05,53.625,14.875,9.0,71.0,20.0,0.1604399,0.45
2013-08-06,53.625,14.875,9.0,71.0,20.0,0.14960635,0.44
2013-08-07,53.625,14.875,9.0,71.0,20.0,0.14784282,0.55
2013-08-08,53.625,14.875,9.0,71.0,20.0,0.14293656,0.46
2013-08-10,53.625,14.875,9.0,71.0,20.0,0.13144544,0.39
2013-08-11,53.625,14.875,9.0,71.0,20.0,0.12232884,0.36
2013-08-12,53.625,14.875,9.0,71.0,20.0,0.13112526,0.44
2013-08-13,53.625,14.875,9.0,71.0,20.0,0.14047125,0.31
2013-08-14,53.625,14.875,9.0,71.0,20.0,0.15043484,0.4
2013-08-16,53.625,14.875,9.0,71.0,20.0,0.15982963,0.41
2013-08-17,53.625,14.875,9.0,71.0,20.0,0.16820642,0.43
2013-08-18,53.625,14.875,9.0,71.0,20.0,0.17394671,0.4
2013-08-19,53.625,14.875,9.0,71.0,20.0,0.17315772,0.4
2013-08-20,53.625,14.875,9.0,71.0,20.0,0.16953652,0.4
2013-08-21,53.625,14.875,9.0,71.0,20.0,0.15961224,0.42
2013-08-22,53.625,14.875,9.0,71.0,20.0,0.14753601,0.44
2013-08-23,53.625,14.875,9.0,71.0,20.0,0.1250521,0.42
2013-08-24,53.625,14.875,9.0,71.0,20.0,0.11979491,0.45
2013-08-25,53.625,14.875,9.0,71.0,20.0,0.10688254,0.4
2013-08-26,53.625,14.875,9.0,71.0,20.0,0.10986341,0.4
2013-08-28,53.625,14.875,9.0,71.0,20.0,0.12009315,0.43
2013-08-29,53.625,14.875,9.0,71.0,20.0,0.14177972,0.32
2013-08-30,53.625,14.875,9.0,71.0,20.0,0.16002221,0.39
2013-08-31,53.625,14.875,9.0,71.0,20.0,0.1718095,0.46
2013-09-01,53.625,14.875,9.0,71.0,20.0,0.17065813,0.42
2013-09-02,53.625,14.875,9.0,71.0,20.0,0.18824595,0.46
2013-09-03,53.625,14.875,9.0,71.0,20.0,0.2008614,0.48
2013-09-04,53.625,14.875,9.0,71.0,20.0,0.19237804,0.47
2013-09-05,53.625,14.875,9.0,71.0,20.0,0.19437207,0.35
2013-09-06,53.625,14.875,9.0,71.0,20.0,0.1857369,0.42
2013-09-08,53.625,14.875,9.0,71.0,20.0,0.17831473,0.39
2013-09-10,53.625,14.875,9.0,71.0,20.0,0.19637318,0.42
2013-09-11,53.625,14.875,9.0,71.0,20.0,0.19229932,0.46
2013-09-12,53.625,14.875,9.0,71.0,20.0,0.19397032,0.4
2013-09-13,53.625,14.875,9.0,71.0,20.0,0.196684,0.46
2013-09-14,53.625,14.875,9.0,71.0,20.0,0.20869571,0.36
2013-09-15,53.625,14.875,9.0,71.0,20.0,0.21368977,0.46
2013-09-16,53.625,14.875,9.0,71.0,20.0,0.21299855,0.43
2013-09-17,53.625,14.875,9.0,71.0,20.0,0.20331739,0.43
2013-09-19,53.625,14.875,9.0,71.0,20.0,0.21539733,0.53
2013-09-20,53.625,14.875,9.0,71.0,20.0,0.21201806,0.44
2013-09-21,53.625,14.875,9.0,71.0,20.0,0.19683546,0.43
2013-09-22,53.625,14.875,9.0,71.0,20.0,0.20201737,0.44
2013-09-24,53.625,14.875,9.0,71.0,20.0,0.19506308,0.43
2013-09-25,53.625,14.875,9.0,71.0,20.0,0.18843709,0.47
2013-09-27,53.625,14.875,9.0,71.0,20.0,0.18263917,0.48
2013-09-28,53.625,14.875,9.0,71.0,20.0,0.17292933,0.45
2013-09-29,53.625,14.875,9.0,71.0,20.0,0.16844922,0.5
2013-09-30,53.625,14.875,9.0,71.0,20.0,0.15634027,0.39
2013-10-03,53.625,14.875,9.0,71.0,20.0,0.16025819,0.49
2013-10-04,53.625,14.875,9.0,71.0,20.0,0.16815008,0.48
2013-10-05,53.625,14.875,9.0,71.0,20.0,0.17149998,0.45
2013-10-07,53.625,14.875,9.0,71.0,20.0,0.18169019,0.44
2013-10-08,53.625,14.875,9.0,71.0,20.0,0.19992587,0.48
2013-10-09,53.625,14.875,9.0,71.0,20.0,0.22165349,0.46
2013-10-10,53.625,14.875,9.0,71.0,20.0,0.23464169,0.46
2013-10-11,53.625,14.875,9.0,71.0,20.0,0.258549,0.48
2013-10-12,53.625,14.875,9.0,71.0,20.0,0.27374426,0.48
2013-10-13,53.625,14.875,9.0,71.0,20.0,0.28005332,0.51
2013-10-14,53.625,14.875,9.0,71.0,20.0,0.2880644,0.5
2013-10-15,53.625,14.875,9.0,71.0,20.0,0.29536128,0.49
2013-10-16,53.625,14.875,9.0,71.0,20.0,0.29910088,0.45
2013-10-17,53.625,14.875,9.0,71.0,20.0,0.30013242,0.48
2013-10-18,53.625,14.875,9.0,71.0,20.0,0.3115875,0.54
2013-10-19,53.625,14.875,9.0,71.0,20.0,0.3098203,0.46
